Name,Firearm,Use count
"Russians Are Coming, The Russians Are Coming, The",  Smith & Wesson Model 10 ,3
"Russians Are Coming, The Russians Are Coming, The",  PPSh-41 ,8
"Russians Are Coming, The Russians Are Coming, The",  Madsen M50 ,5
"Russians Are Coming, The Russians Are Coming, The",  12 Gauge Double Barreled Shotgun ,5
"Russians Are Coming, The Russians Are Coming, The",  Winchester Model 1897 ,1
"Russians Are Coming, The Russians Are Coming, The",  Winchester Model 1912 ,1
"Russians Are Coming, The Russians Are Coming, The",  M1 Garand ,5
"Russians Are Coming, The Russians Are Coming, The",  Kentucky Rifle ,2
"Russians Are Coming, The Russians Are Coming, The",  Winchester Model 1892 ,1
"Russians Are Coming, The Russians Are Coming, The",  Mosin Nagant Rifle ,2
"Russians Are Coming, The Russians Are Coming, The",  Pump Action Rifle ,1
"Russians Are Coming, The Russians Are Coming, The",  M1 Carbine ,1
"Russians Are Coming, The Russians Are Coming, The",  Browning M2 Aircraft ,1
"Russians Are Coming, The Russians Are Coming, The",  Unidentified Deck Gun ,2
Ryan's Daughter,  Lee-Enfield No.1 Mk.III* ,7
Ryan's Daughter,  Webley Mk VI ,6
Ryan's Daughter, Mauser Gewehr 1898,2
Ryan's Daughter, Gewehr 1871,6
Ryan's Daughter, Model 17 Stielhandgranate,2
Ryan's Daughter, Lewis Gun,1
S.S.D., Makarov PM,2
S.S.D., VSS Vintorez,1
S.S.D., 9A-91,1
S.S.D., AS Val,1
S.W.A.T. (2003), Kimber Custom TLE II,8
S.W.A.T. (2003), Beretta 92FS,3
S.W.A.T. (2003), SIG-Sauer P220 Sport,2
S.W.A.T. (2003), Browning BDM,1
S.W.A.T. (2003), Smith & Wesson Model 629,1
S.W.A.T. (2003), Heckler & Koch MP5A2,6
S.W.A.T. (2003), TEC-DC9,1
S.W.A.T. (2003), Heckler & Koch MP5K,1
S.W.A.T. (2003), Micro Uzi,1
S.W.A.T. (2003), SWD M11/9,1
S.W.A.T. (2003), M4A1,7
S.W.A.T. (2003), AKM / AKMS,4
S.W.A.T. (2003), Ruger AC556K,2
S.W.A.T. (2003), IMI Galil MAR,2
S.W.A.T. (2003), McMillan M88 Sniper Rifle,2
S.W.A.T. (2003), Remington 700PSS,3
S.W.A.T. (2003), Benelli M1 Super 90,3
S.W.A.T. (2003), Mossberg 590,1
S.W.A.T. (2003), Remington 870,2
S.W.A.T. (2003), M72 LAW,1
S.W.A.T. (2003), Sage Control SL-6 Rotary Launcher ,2
S.W.A.T. (2003), M18 Smoke Grenade,2
S.W.A.T. (2003), Model 7290 Flashbang Grenade,1
S.W.A.T. (2003), M18A1 Claymore,2
S.W.A.T.: Firefight, IMI/Magnum Desert Eagle Mark XIX,2
S.W.A.T.: Firefight, SIG-Sauer P226R,5
S.W.A.T.: Firefight, Smith & Wesson 5906,5
S.W.A.T.: Firefight, SIG-Sauer P229,5
S.W.A.T.: Firefight, Glock 17,1
S.W.A.T.: Firefight, Heckler & Koch MP5A3,4
S.W.A.T.: Firefight, IMI Uzi,2
S.W.A.T.: Firefight, Mossberg 500,2
S.W.A.T.: Firefight," Customized Ithaca 37 ""Stakeout""",3
S.W.A.T.: Firefight, Remington Model 887 Nitro Mag Tactical,6
S.W.A.T.: Firefight, Bushmaster ACR,5
S.W.A.T.: Firefight, Colt Law Enforcement Carbine,4
S.W.A.T.: Firefight, Unknown AR-15 Carbine,1
S.W.A.T.: Firefight, Norinco Type 56-1,3
S.W.A.T.: Firefight, Norinco Type 56-1 (Belly Custom),3
S.W.A.T.: Firefight, SIG SG 551,2
S.W.A.T.: Firefight, M24 Sniper Weapon System,3
S.W.A.T.: Firefight, Barrett M107,3
S.W.A.T.: Firefight, Desert Tactical Arms Stealth Recon Scout,4
S.W.A.T.: Firefight, CAW 40mm Airsoft Launcher,3
S.W.A.T.: Under Siege, Glock 17,1
S.W.A.T.: Under Siege, Beretta Px4 Storm,2
S.W.A.T.: Under Siege, CAA Tactical RONI-G2,1
S.W.A.T.: Under Siege, Stechkin APS (Gletcher),1
S.W.A.T.: Under Siege, Mossberg 500,1
S.W.A.T.: Under Siege, M4A1,2
S.W.A.T.: Under Siege, Mk 18 Mod 0,3
S.W.A.T.: Under Siege,  Zastava M21 ,1
S.W.A.T.: Under Siege, GE M134 Minigun,1
Sabotage (2014), Glock 22,8
Sabotage (2014), CZ 75B,1
Sabotage (2014), Colt M1911A1,1
Sabotage (2014), Kimber Custom TLE II,3
Sabotage (2014), Beretta 92FS Inox,2
Sabotage (2014), Walther PPK (Engraved),1
Sabotage (2014), SIG-Sauer P226,1
Sabotage (2014), Flintlock Pistol,1
Sabotage (2014), Smith & Wesson Model 19 Snub Nose,2
Sabotage (2014), Smith & Wesson Model 629 V-Comp,1
Sabotage (2014), Heckler & Koch MP5A3,5
Sabotage (2014), Heckler & Koch MP5K-PDW,2
Sabotage (2014), Noveske Rifleworks N4 CQB,7
Sabotage (2014), M4A1 Carbine,5
Sabotage (2014), FN SCAR 17S,5
Sabotage (2014), AKM,2
Sabotage (2014), AKMSU,1
Sabotage (2014), Norinco Type 56,1
Sabotage (2014),  Carcano M91/24 ,2
Sabotage (2014), Benelli M4 NFA,3
Sabotage (2014),  Remington 870 (Magpul MOE handguard) ,2
Sabotage (2014), FN M240B,2
Sabotage (2014),  Remington M700 ,1
Sabotage (2014),  Blaser R93 Sniper Rifle ,1
Sabotage (2014),  LaRue OBR Tactical 7.62 ,2
Sabotage (2014), Squad Room,3
Saboteur, Colt Model 1908 Vest Pocket,2
Saboteur, Smith & Wesson Model 10,2
Saboteur, Model 1896 Krag-Jørgensen Rifle,1
Saboteur, Colt Model 1903/1908,1
Saboteur, Ruby Pistol,3
Sadsacks Go to War (Les Bidasses s'en vont en guerre),  SACM M1935A ,3
Sadsacks Go to War (Les Bidasses s'en vont en guerre),  FN Model 1922 ,1
Sadsacks Go to War (Les Bidasses s'en vont en guerre),  M1911-style pistol ,1
Sadsacks Go to War (Les Bidasses s'en vont en guerre),  MAT-49 ,2
Sadsacks Go to War (Les Bidasses s'en vont en guerre),  Double Barreled Shotgun ,1
Sadsacks Go to War (Les Bidasses s'en vont en guerre),  MAS-36 ,7
Sadsacks Go to War (Les Bidasses s'en vont en guerre),  Berthier Mle 1907-15 M34 ,3
Sadsacks Go to War (Les Bidasses s'en vont en guerre),  7.5 cm Pak 40 ,4
Safe (2012), Beretta Px4 Storm,2
Safe (2012), Beretta 92FS,2
Safe (2012), Smith & Wesson 5946,5
Safe (2012), Glock 17,2
Safe (2012), Glock 19,5
Safe (2012), American Tactical Imports FS9 (TiSAS Zigana Sport),4
Safe (2012), Kahr P9,4
Safe (2012),  Heckler & Koch MP5A3 ,1
Safe (2012), MAC-10,3
Safe (2012), IMI Micro Uzi,1
Safe (2012),  Heckler & Koch MP5K ,3
Safe (2012),  TDI Vector ,2
Safe (2012), Remington 870,2
Safe House (2012), SIG Pro SP 2022,6
Safe House (2012), SIG-Sauer P226,7
Safe House (2012), Vektor Z88,5
Safe House (2012), Glock 17,3
Safe House (2012), Tokarev TT-33,2
Safe House (2012), Steyr M9A1,2
Safe House (2012), Heckler & Koch USP Compact,2
Safe House (2012), Heckler & Koch UMP9,4
Safe House (2012), IMI Uzi,2
Safe House (2012), Heckler & Koch MP5K-PDW,4
Safe House (2012), Heckler & Koch MP5A3,1
Safe House (2012), Olympic Arms K23B,4
Safe House (2012), Colt M4A1 Carbine,3
Safe House (2012), Vektor R5,2
Safe House (2012), Heckler & Koch G36C,2
Safe House (2012), AK-47,2
Safe House (2012), Norinco Type 56,3
Safe House (2012), Norinco Type 56-1,3
Safe House (2012), SIG SG 551,1
Safe House (2012), Mossberg 590,2
Safe House (2012), Remington 870,2
Safe House (2012), M249 Paratrooper,1
Safe House (2012), M84 Stun Grenade,1
"Safety Match (Shvedskaya spichka), The",  Smith & Wesson .44 Double Action ,4
"Safety Match (Shvedskaya spichka), The",  Smith & Wesson No.3 Russian Model ,4
"Safety Match (Shvedskaya spichka), The",  Double Barreled Shotgun ,2
Saga of Tanya the Evil: The Movie, Mauser C96 M30,3
Saga of Tanya the Evil: The Movie, Unknown Sidearm,1
Saga of Tanya the Evil: The Movie, SIG MKMS,4
Saga of Tanya the Evil: The Movie, Winchester Model M1897,1
Saga of Tanya the Evil: The Movie, Mondragón M1917,5
Saga of Tanya the Evil: The Movie, M1 Garand,6
Saga of Tanya the Evil: The Movie, R.S.C. Mle 1917,1
Saga of Tanya the Evil: The Movie, Lebel 1886,1
Saga of Tanya the Evil: The Movie, Mosin Nagant M91/30,3
Saga of Tanya the Evil: The Movie, Mauser Gewehr 1898M,2
Saga of Tanya the Evil: The Movie, Unknown Rifles,2
Saga of Tanya the Evil: The Movie, Degtyaryov DP-27/28,1
Saga of Tanya the Evil: The Movie, Degtyaryov-Shpagin DShK,1
Saga of Tanya the Evil: The Movie, Maxim MG08,1
Saga of Tanya the Evil: The Movie, Shpitalny-Komaritski ShKAS,2
Saga of Tanya the Evil: The Movie, Degtyaryov DT,1
Saga of Tanya the Evil: The Movie, Model 39 Eihandgranate,1
Saga of Tanya the Evil: The Movie, Canon de 155mm GPF,1
Saga of Tanya the Evil: The Movie, 1938 Railway Gun TM-3-12,2
Saga of Tanya the Evil: The Movie, 85mm Air Defense Gun M1939 (52-K),1
Saga of Tanya the Evil: The Movie, 76 mm divisional gun M1939 (USV),1
Saga of Tanya the Evil: The Movie, 10 cm Kanone 14,1
Saga of Tanya the Evil: The Movie, 7.58 cm Leichter Minenwerfer,0
Saga of Tanya the Evil: The Movie, 8.8 cm Flak 16,1
Sahara (1943), Colt 1911 Pistol,1
Sahara (1943), 1910 Mauser Pocket Pistol,1
Sahara (1943), Colt 1921 Thompson,3
Sahara (1943), 1903 Springfield Rifle,2
Sahara (1943), Gew 98 Rifle,1
Sahara (1943), Gew 98 Sniper,1
Sahara (1943), Mauser 98AZ Artillery Carbine,1
Sahara (1943), Lee Enfield No.1 MkIII*,1
Sahara (1943), Browning 1919A4,3
Sahara (1943), Maxim MG08,1
Sahara (1943), Vickers MkI ,1
Sahara (1943), M2 Mortar,1
Sahara (1983),  Webley Mk VI Revolver ,2
Sahara (1983),"  Mauser C96 ""Broomhandle"" ",1
Sahara (1983),  M1903 Springfield ,3
Sahara (1983),  Carcano M91/38 Short Rifle ,3
Sahara (1983),  Lee-Enfield No. 1 Mk III ,3
Sahara (1983),  Custom SMLE ,3
Sahara (1983), Mauser Gewehr 1898,3
Sahara (1983), Jezail musket,1
Sahara (1983), MAS-36,1
Sahara (1983),  Lebel 1886 ,1
Sahara (1983),  Lewis Gun ,2
Sahara (1983), Browning M2 Aircraft,2
Sahara (1983),  Canon de 65 M (montagne) modele 1906 ,1
Sahara (1995), Colt M1911A1,3
Sahara (1995), Webley Mk IV,2
Sahara (1995), Luger P08,1
Sahara (1995), Lorcin L22,2
Sahara (1995), Walther P38,3
Sahara (1995), M1928A1 Thompson,7
Sahara (1995), MP40,8
Sahara (1995), Lee-Enfield No. 1 Mk III*,7
Sahara (1995), Carcano M91,3
Sahara (1995), Karabiner 98k,8
Sahara (1995), Mauser Standard Modell,2
Sahara (1995), Turkish Mauser 1903/38 Short Rifle,4
Sahara (1995), Mauser Rifles,3
Sahara (1995), Browning M1919A4,5
Sahara (1995), Bren Mk I,8
Sahara (1995), Hispano-Suiza HS.404,1
Sahara (1995), MG34,3
Sahara (1995), MG42,5
Sahara (1995), Vickers K,1
Sahara (1995), Model 24 Stielhandgranate,1
Sahara (1995), Model 39 Eihandgranate,1
Sahara (1995), Bofors 40mm,2
Sahara (1995), Matilda II,1
Sahara (1995), M3 Stuart,1
Sahara (1995), M3 Lee,1
Sahara (1995), Fiat G.59,1
Sahara (1995), Tellermine 43,3
Sahara (1995), ML 4.2-inch mortar,4
Sahara (2005), Heckler & Koch USP Compact-9,2
Sahara (2005), Browning Hi-Power,1
Sahara (2005), Walther PPK,2
Sahara (2005), French Flintlock Pistol,1
Sahara (2005), Sterling SMG,1
Sahara (2005), Heckler & Koch G36K,2
Sahara (2005), Norinco Type 56-1,1
Sahara (2005),  Lee-Enfield No. 1 Mk III* ,1
Sahara (2005), Colt M4A1,2
Sahara (2005), AK-47,2
Sahara (2005), AKM,1
Sahara (2005), FN FAL,1
Sahara (2005), L1A1,4
Sahara (2005), Romanian WASR-3,4
Sahara (2005), Civil War Rifles,2
Sahara (2005), Unknown Pump Shotgun,1
Sahara (2005), M249 SAW,1
Sahara (2005), FN MAG,1
Sahara (2005), PKM,2
Sahara (2005), Browning M2HB,2
Sahara (2005), M60D,2
Sahara (2005), M20B1 Super Bazooka,1
Sahara (2005), Type 69 Rocket Launcher,1
Sahara (2005), M79 Grenade Launcher,1
Sailor Suit and Machine Gun (1981), M1911A1,6
Sailor Suit and Machine Gun (1981)," M3A1 ""Grease Gun""",7
"Sailors of Kronstadt (My iz Kronshtadta), The",  Nagant M1895 ,5
"Sailors of Kronstadt (My iz Kronshtadta), The",  Unidentified pistol ,1
"Sailors of Kronstadt (My iz Kronshtadta), The",  Mosin Nagant M1891 and M1891/30 ,6
"Sailors of Kronstadt (My iz Kronshtadta), The",  Maxim M1910 ,4
"Sailors of Kronstadt (My iz Kronshtadta), The",  Degtyaryov DP-27 ,2
"Sailors of Kronstadt (My iz Kronshtadta), The",  RG-14/30 hand grenade ,4
"Sailors of Kronstadt (My iz Kronshtadta), The",  Mark V Tank ,2
"Sailors of Kronstadt (My iz Kronshtadta), The",  Artillery ,3
"Saint, The (1997)",  Smith & Wesson Model 66 ,2
"Saint, The (1997)",  Smith & Wesson Model 586 ,3
"Saint, The (1997)",  Mini-Uzi ,3
"Saint, The (1997)",  Uzi ,1
"Saint, The (1997)",  Heckler & Koch MP5K ,1
"Saint, The (1997)",  Heckler & Koch MP5A3 ,1
"Saint, The (1997)",  Remington 870 ,3
"Saint, The (1997)",  AKS-74 ,1
"Saint, The (1997)",  AKS-74U ,3
Saints and Soldiers, M1 Garand,5
Saints and Soldiers, M1 Carbine,1
Saints and Soldiers, Karabiner 98k,3
Saints and Soldiers, Scoped Karabiner 98k,1
Saints and Soldiers, Gewehr 43,2
Saints and Soldiers, Sturmgewehr 44,1
Saints and Soldiers, Winchester Model 1897,1
Saints and Soldiers, M1A1 Thompson,1
Saints and Soldiers, MP40,2
Saints and Soldiers, Browning M1919A4,2
Saints and Soldiers, Browning M1919A6,1
Saints and Soldiers, Browning M2HB,3
Saints and Soldiers, MG34,1
Saints and Soldiers, MG42,2
Saints and Soldiers, Colt M1911A1,1
Saints and Soldiers, Webley Mk IV,3
Saints and Soldiers, Luger P08,0
Saints and Soldiers, Walther P38,1
Saints and Soldiers,  M1A1 Bazooka ,1
Saints and Soldiers,  Panzerfaust 60,2
Saints and Soldiers,  Mk 2 Hand Grenade ,1
Saints and Soldiers,  Model 43 Stielhandgranate ,1
Saints and Soldiers: Airborne Creed, Colt M1911A1,4
Saints and Soldiers: Airborne Creed, Luger P08,6
Saints and Soldiers: Airborne Creed, Mauser C96,4
Saints and Soldiers: Airborne Creed, Walther P38,4
Saints and Soldiers: Airborne Creed, M1A1 Thompson,2
Saints and Soldiers: Airborne Creed, MP38,6
Saints and Soldiers: Airborne Creed, MP40,4
Saints and Soldiers: Airborne Creed, M1903A4 Springfield,2
Saints and Soldiers: Airborne Creed, M1 Garand,10
Saints and Soldiers: Airborne Creed, M1 Carbine,1
Saints and Soldiers: Airborne Creed, M1A1 Carbine,6
Saints and Soldiers: Airborne Creed, MAS-36,2
Saints and Soldiers: Airborne Creed, Mosin Nagant M91/30,6
Saints and Soldiers: Airborne Creed, Karabiner 98k,6
Saints and Soldiers: Airborne Creed, Gewehr 43,2
Saints and Soldiers: Airborne Creed, Browning M1919A4,1
Saints and Soldiers: Airborne Creed, Browning M2HB,3
Saints and Soldiers: Airborne Creed, MG34,4
Saints and Soldiers: Airborne Creed, M7 Rifle Grenade Launcher with M17 Rifle Grenade,2
Saints and Soldiers: Airborne Creed, S-Mine,2
Saints and Soldiers: Airborne Creed, Mk 2 Hand Grenade,4
Saints and Soldiers: Airborne Creed, Model 24 Stielhandgranate,1
Saints and Soldiers: Airborne Creed, Hafthohlladung Anti-Tank Mine,3
Saints and Soldiers: The Void, Colt M1911A1,1
Saints and Soldiers: The Void, Webley .38 Mk IV,1
Saints and Soldiers: The Void, M1A1 Thompson,1
Saints and Soldiers: The Void," M3A1 ""Grease Gun""",1
Saints and Soldiers: The Void, MP40,2
Saints and Soldiers: The Void, M1 Garand,1
Saints and Soldiers: The Void, M1 Carbine,1
Saints and Soldiers: The Void, Karabiner 98k,1
Saints and Soldiers: The Void, Browning M2HB,3
Saints and Soldiers: The Void, Browning Automatic Rifle,1
Saints and Soldiers: The Void, MG34,3
Saints and Soldiers: The Void,  Panzerfaust 30,1
Saints and Soldiers: The Void,  Model 24 Stielhandgranate ,1
Saints and Soldiers: The Void,  Mk 2 Hand Grenade ,1
"Salamander, The",  Beretta Model 70 ,2
"Salamander, The",  Beretta M12 ,3
Salt (2010), SIG-Sauer P229,10
Salt (2010), Beretta 92F,3
Salt (2010), Glock 19,6
Salt (2010), SIG-Sauer P232,6
Salt (2010),  Smith & Wesson M&P Compact ,1
Salt (2010), Custom 1911,1
Salt (2010), Mossberg 500 Homeland Defender,3
Salt (2010), Heckler & Koch MP5A3,5
Salt (2010), MP-10,2
Salt (2010), Heckler & Koch MP5K/SP89,5
Salt (2010), M4A1 Carbine,3
Salt (2010), Colt Model 933,3
Salt (2010), Heckler & Koch G36C,1
Salt (2010), AK-74M,1
Salt (2010), Norinco Type 56,2
Salt (2010), AK-47,1
Salt (2010), SIG P556 SWAT / SG 550 hybrid,5
Salt (2010), SIG SG 551,2
Salt (2010), M16A2,1
Salt (2010), TOZ-99 .22LR Hunting Carbine,1
Salt (2010), X26 Taser,1
Salt (2010), M84 Stun Grenade,1
Salt (2010), M67 hand grenade,2
Salt (2010), M7 CS gas grenade,1
Salvador, Colt M1911A1 (Nickel),2
Salvador, Smith & Wesson Model 10 Revolver,3
Salvador, Colt 1903 Hammerless Pistol,1
Salvador,  IMI Galil ,1
Salvador, Heckler & Koch HK91,2
Salvador,  Spanish Mauser ,4
Salvador, M16A1,1
Salvador, M1917 Enfield,1
Salvador, MAS AA-52,1
Salvador, M60,1
Salvador, FN MAG,1
Salvador, Uzi,1
Salvador,  Spitfire Carbine ,2
Salvador, Double Barreled Shotgun,1
Salvador, Ithaca 37,1
Salvation Boulevard, Flintlock Pistol,2
Salvation Boulevard, Glock 17,3
Salvation Boulevard, IMI Uzi,2
Salvatore Giuliano, Beretta M1934,0
Salvatore Giuliano, Colt M1911,0
Salvatore Giuliano, Thompson Submachine Gun,0
Salvatore Giuliano, STEN,0
Salvatore Giuliano, MP40,0
Salvatore Giuliano, Beretta Model 38,1
Salvatore Giuliano, Mannlicher-Carcano M1891 Cavalry,0
Salvatore Giuliano, Fiat-Revelli Model 1914/35,0
"Salò, or the 120 Days of Sodom",  Beretta Model 70 ,8
"Salò, or the 120 Days of Sodom",  Beretta Model 38A ,10
"Salò, or the 120 Days of Sodom",  MP40 ,2
"Salò, or the 120 Days of Sodom",  Karabiner 98k ,1
"Salò, or the 120 Days of Sodom",  MG42 ,1
"Samaritan, The", Heckler & Koch USP (two-tone),2
"Samaritan, The", SIG-Sauer P220 Sport,2
"Samaritan, The", Beretta 92FS,2
"Samaritan, The", Para-Ordnance P-18,1
Samurai Commando: Mission 1549, Minebea P9,5
Samurai Commando: Mission 1549, Howa Type 89,8
Samurai Commando: Mission 1549, Howa 84RR,5
Samurai Commando: Mission 1549, Sumitomo M2HB,2
Samurai Commando: Mission 1549, Sumitomo Minimi Machine Gun,2
Samurai Commando: Mission 1549, Tanegashima,4
Samurai Cop, Taurus PT92,6
Samurai Cop, Ruger GP100,10
Samurai Cop, Smith & Wesson Model 15,6
Samurai Cop, Smith & Wesson Model 29,2
Samurai Cop, Single Action Army,3
Samurai Cop, Star Model BM Non-Gun,5
Samurai Cop, Star Model B,1
Samurai Cop, Bruni Olympic 5,1
Samurai Cop, IMI Uzi,6
Samurai Cop, Mossberg 500,3
Samurai Cop, Winchester 1200 Field Gun,8
Samurai Cop, M67 hand grenade,1
San Andreas (2015), Colt M1911A1,2
San Antonio,  Jericho 941 ,4
San Antonio,  Walther PPK/S ,3
San Antonio,  Desert Eagle ,3
San Antonio, Glock 17 ,1
San Antonio,  Beretta 92FS ,2
San Antonio,  Beretta 93R ,2
San Antonio,  Manurhin MR-73 ,2
San Antonio,  Heckler & Koch MP5A3 ,1
San Antonio,  Mini Uzi ,2
San Antonio,  Galil MAR ,2
San Antonio,  SIG SG 551 assault rifle ,2
San Antonio, Over/Under Sporting Shotgun,2
San Antonio,  Browning M1919A4 machine gun ,2
San Quentin, Colt Official Police Revolver,0
San Quentin, Colt 1921A Thompson,0
San Quentin, Winchester Model 1873 Carbine,0
San Quentin, Winchester Model 1892 Carbine,0
San Quentin, Winchester 1897 Shotgun,0
San Quentin, Vickers Mk I Machine Gun,0
Sand Castle,  M16A2 Rifle ,3
Sand Castle,  M4A1 Carbine ,4
Sand Castle, Beretta 92FS,1
Sand Castle,  Beretta 92FS (Two Tone) ,1
Sand Castle,  M240 Machine Gun ,1
Sand Castle, M60,3
Sand Castle, M249 SAW Paratrooper,1
Sand Castle,  Browning M2HB Heavy Machine Gun ,1
Sand Castle, General Dynamics M197 Vulcan,1
"Sand Pebbles, The",  Star Model B ,5
"Sand Pebbles, The",  Springfield Model 1903 Rifle ,4
"Sand Pebbles, The", Straight bolt mauser,2
"Sand Pebbles, The",  Mauser Gewehr 1898 ,2
"Sand Pebbles, The",  Browning Automatic Rifle ,6
"Sand Pebbles, The",  Lewis Gun ,4
"Sand Pebbles, The","  3""/23 caliber gun ",2
"Sand Pebbles, The",  Black Powder Deck Gun ,1
"Sandpit Generals, The", Smith & Wesson Mk II Hand Ejector,5
"Sandpit Generals, The", Madsen M50,3
Sands of Iwo Jima, Colt M1911A1,1
Sands of Iwo Jima, M1903A3 Springfield,3
Sands of Iwo Jima, M1 Garand,8
Sands of Iwo Jima, M1 Carbine,3
Sands of Iwo Jima, Arisaka Type 99,2
Sands of Iwo Jima, M1918 Browning Automatic Rifle,3
Sands of Iwo Jima, Browning M1919A4,3
Sands of Iwo Jima, Browning M2HB,2
Sands of Iwo Jima, Nambu Type 96,3
Sands of Iwo Jima, Mk II hand grenade,4
Sands of Iwo Jima, M37 Satchel Charge,2
Sands of Iwo Jima, M2 Flamethrower,2
Sands of Iwo Jima, M2 Mortar,1
Sands of Iwo Jima, M4 A3 'Sherman',1
Sands of Iwo Jima, Type 95 Ha-Go,1
Sands of Iwo Jima, Flag on Iwo Jima,1
"Sannikov Land (Zemlya Sannikova), The",  Nagant M1895 Revolver ,6
"Sannikov Land (Zemlya Sannikova), The",  Smith & Wesson .44 Double Action ,7
"Sannikov Land (Zemlya Sannikova), The",  Percussion cap musket M1845 ,3
"Sannikov Land (Zemlya Sannikova), The",  Percussion Cap Carbine ,2
Santiago,  Single Action Army ,10
Santiago,  Colt New Service (Visually Modified) ,10
Santiago,  Colt New Service ,4
Santiago,  Remington 1858 New Model Police ,8
Santiago,  Winchester Model 1892 Rifle ,9
Santiago,  Mauser Gewehr 1898 ,10
Santiago,  Springfield 1873 Trapdoor Carbine ,1
Santiago,  Colt Model 1878 ,5
Santiago,  Parrott Guns ,6
Santiago,  Fortress Guns ,1
Sara,  Star Model B ,4
Sara,  Taurus PT58 ,2
Sara,  Browning Hi-Power ,4
Sara,  P-83 Wanad ,3
Sara,  Tokarev TT-33 pistol ,2
Sara,  Umarex Colt Double Eagle ,2
Sara,  Umarex Reck Goliath ,3
Sara,  PM-63 RAK4 ,5
Sara, PM-84P Glauberyt,1
Sara, Skbk wz.89 Onyks,3
Sara,  Maverick Model 88 ,3
Sara, Double Barrel Shotgun,1
Sarajevo 1914. The Eve of the Great War, FN Model 1910,5
Sarajevo 1914. The Eve of the Great War, Steyr Mannlicher M1895 Short Rifle,3
Sarajevo 1914. The Eve of the Great War, Steyr Mannlicher M1895 Stutzen,1
Sarajevo 1914. The Eve of the Great War, Steyr Mannlicher M1895,5
Sarajevo 1914. The Eve of the Great War, Mosin Nagant M91/30,1
Sarajevo 1914. The Eve of the Great War, Homemade Bomb,1
Sashka,  Tokarev TT-33 ,2
Sashka,  PPSh-41 ,4
Sashka,  Mosin Nagant M1891/30 ,3
Sashka,  MP40 ,2
Sashka,  Degtyaryov DP-27 ,1
Sashka,  RGD-33 hand grenade ,1
Sashka,  45 mm anti-tank gun M1937 (53-K) ,1
Saskatchewan,  Single Action Army ,10
Saskatchewan,  Winchester Model 1892 Saddle Ring Carbine ,10
Saskatchewan,  Winchester Model 1892 Rifle ,1
Saskatchewan,  Winchester Model 1892 (visually modified) ,5
Saskatchewan,  Springfield Model 1873 Cavalry Carbine ,3
Satan Met a Lady,  Webley revolver,1
Satan Met a Lady, Colt Model 1908 Vest Pocket,5
Satan Met a Lady, Colt Model 1903/1908,1
Satan Met a Lady, Colt New Service,2
Satan Met a Lady, Colt Official Police,1
Savage Beach, Harrington & Richardson Model 733,3
Savage Beach, Beretta 950BS Jetfire,3
Savage Beach, Raven Arms MP-25,3
Savage Beach, Orion Flare Gun,2
Savage Beach,  Edison Giocattoli Sharkmatic ,4
Savage Beach, Sterling Mk. IV (Blastech E-11 blaster),3
Savage Beach, IMI Uzi,2
Savage Beach, IMI Micro Uzi,2
Savage Beach, Steyr AUG A1,4
Savage Beach, Armalite AR-7,3
Savage Beach, Colt Model 1878 (reproduction),1
Savage Beach, H. Koon Snake Charmer,2
Savage Beach, Unidentified crossbow,2
Savage Sisters,  Smith & Wesson Model 10 ,2
Savage Sisters,  M1911A1 ,2
Savage Sisters,  Unidentified revolver ,2
Savage Sisters,  Colt Official Police ,2
Savage Sisters,  Thompson M1921AC ,4
Savage Sisters, M16,3
Savage Sisters,  M1 Carbine ,3
Savage Sisters,  M1 Garand ,2
Savage Sisters, Browning M1919A4,2
Savages, Glock 21,1
Savages, Glock 22,2
Savages, M1911A1,2
Savages, Smith & Wesson Model 36,1
Savages, SIG-Sauer GSR,4
Savages, Ruger LCR,1
Savages, SIG-Sauer P232,1
Savages, Walther PPK,1
Savages, Smith & Wesson 6904 ,3
Savages,  Heckler & Koch P30 ,4
Savages, Kahr K9,1
Savages, FN P90,1
Savages, Heckler & Koch MP5A3,1
Savages, Pump-Action Shotgun,1
Savages, Colt Model 933,4
Savages, AR-15,2
Savages, Blaser R93 LRS2,3
Savages, Nemesis Arms Vanquish,2
Savages, SIG SG 556 DMR,2
Savages,  Troy Industries M14 SOPMOD ,2
Savages, RPG-7,1
Savannah (2013), 12 Gauge Double Barreled shotgun,3
Saved!, Jericho 941,1
Saved!, Smith & Wesson Model 10HB,1
Saving Jessica Lynch,  Colt M16A1 (A2 handguards) ,3
Saving Jessica Lynch,  Colt M4A1 Carbine ,1
Saving Jessica Lynch,  Ruger Mini-14 ,1
Saving Jessica Lynch,  AK-47 ,1
Saving Jessica Lynch,  AKS-47 ,1
Saving Jessica Lynch,  M60 Machine Gun ,1
Saving Jessica Lynch,  M60D Machine Gun ,2
Saving Jessica Lynch,  Type 69 RPG ,1
Saving Jessica Lynch,  Browning M2HB Heavy Machine Gun ,2
Saving Private Ryan, M1 Garand,15
Saving Private Ryan, M1 Carbine,5
Saving Private Ryan, M1A1 Carbine,2
Saving Private Ryan, M1903A4 Springfield,11
Saving Private Ryan, Karabiner 98k,5
Saving Private Ryan, Karabiner 98k Sniper Rifle,1
Saving Private Ryan, M1A1 Thompson,8
Saving Private Ryan, MP40,6
Saving Private Ryan, M1918A2 Browning Automatic Rifle,9
Saving Private Ryan, Browning M1919A4,7
Saving Private Ryan, MG42,2
